Station,Lon,Lat,data
53759,110.5,36.59,42.33333333
51815,77.16,38.12,41.96666667
57011,106.09,34.45,41.63333333
54434,118.18,40.1,41.36666667
51717,76.47,39.15,41.2
53925,107.11,35.41,41.06666667
51811,77.16,38.26,40.83333333
53924,107.37,35.04,40.83333333
54501,115.41,39.58,40.73333333
51571,88.38,42.48,40.5
53884,113.02,36.31,40.33333333
53926,107.21,35.2,40.33333333
53753,110.53,37.26,39.76666667
53775,112.32,37.26,39.66666667
54345,123.04,41.12,39.43333333
53612,106.11,37.59,39.13333333
53872,112.41,36.46,39.06666667
54338,121.57,41.17,38.83333333
51716,78.34,39.48,38.23333333
56172,102.14,31.54,38.23333333
53850,110.11,36.53,38.1
51636,82.37,41.32,38.03333333
53853,110.57,36.42,37.96666667
55589,90.59,29.18,37.53333333
51639,82.47,41.14,37.33333333
53946,109.49,35.36,37.26666667
53937,107.55,35.31,37.16666667
54331,121.46,41.35,37.03333333
54472,122.43,40.53,36.96666667
51827,79.43,37.17,36.86666667
54340,123.19,41.4,36.6
53617,106.04,38.02,36.4
53877,112.15,36.1,36.36666667
54406,115.58,40.27,36.36666667
53871,112.51,36.5,36.33333333
51328,80.25,44.12,36.3
53673,112.43,38.44,36.3
51434,81.32,43.58,35.93333333
52889,103.53,36.03,35.63333333
53829,107.54,35.59,35.6
53764,111.06,37.3,35.56666667
54348,123.19,41.25,35.53333333
51810,77.38,38.55,35.43333333
53929,107.48,35.12,35.43333333
51495,91.44,43.13,35.33333333
51829,80.1,37.05,35.16666667
53931,109.23,36,35.03333333
51436,83.18,43.27,34.9
53763,112.1,37.55,34.9
53618,106.15,38.17,34.83333333
53927,106.38,35.13,34.8
51629,80.14,41.16,34.6
53854,110.04,36.35,34.36666667
53938,108.18,35.1,34.3
54347,123.1,41.14,33.96666667
53659,111,37.58,33.76666667
53735,108.48,37.37,33.66666667
57028,107.19,34.02,33.5
54401,114.53,40.47,33.46666667
53875,112.21,36.31,33.33333333
51628,80.14,41.1,32.96666667
51642,84.15,41.47,32.76666667
53678,112.4,38.04,32.4
53787,112.59,37.04,32.4
51931,81.39,36.51,32.36666667
53614,106.12,38.28,32.2
53754,110.13,37.3,31.93333333
54336,122.26,41.23,31.83333333
51708,75.57,39.09,31.7
53748,109.42,37.11,31.7
51644,82.58,41.43,31.6
53881,106.29,37.17,31.53333333
53917,106.03,35.13,31.53333333
56374,101.58,30.03,31.33333333
53611,106.33,38.54,31.3
54332,122.43,41.31,31.2
51329,80.51,44.03,31.03333333
53658,110.29,38.02,30.96666667
53848,109.21,36.16,30.96666667
51839,82.43,37.04,30.7
51720,79.03,40.3,30.3
53757,110.07,37.07,30.16666667
53579,112.54,39.01,30.13333333
52980,103.18,35.58,29.9
51656,86.08,41.45,29.83333333
53864,111.06,36.24,29.2
53580,113.06,39.49,29.06666667
56167,101.07,30.59,29
53646,109.47,38.16,28.93333333
53619,106.18,38.07,28.9
54826,117.06,36.15,28.8
55569,87.36,29.05,28.76666667
54333,122.5,41.59,28.63333333
51777,88.1,39.02,28.4
54346,123.47,41.19,28.36666667
53821,107.18,36.35,28.3
56251,100.19,30.56,27.9
54494,124.04,40.28,27.33333333
52972,102.33,35.5,27.3
54342,123.27,41.44,27.1
57012,106.12,34.59,27.03333333
53852,110.38,36.46,26.9
56147,98.5,31.13,26.76666667
53704,105.11,37.32,26.56666667
53660,111.05,39.01,26.5
57046,110.05,34.29,26.33333333
53740,109.14,37.56,26.06666667
51431,81.2,43.57,26
54436,118.57,40.24,25.96666667
56444,98.55,28.29,25.96666667
53860,111.1,36.59,25.93333333
53841,109.19,36.53,25.9
54335,122.05,41.41,25.9
53705,105.41,37.29,25.46666667
52679,102.4,37.55,25.4
53610,106.21,38.34,25.3
55578,88.53,29.15,25.3
51430,81.09,43.5,25.26666667
53725,107.35,37.35,25.2
53584,113.1,39.34,25.16666667
52797,104.03,37.11,25.1
52896,104.11,36.33,24.73333333
53751,110.03,37.36,24.7
56137,97.1,31.09,24.53333333
54452,119.49,40.48,24.46666667
51581,90.14,42.51,24.4
53767,111.1,37.2,24.36666667
53519,106.46,39.13,24.03333333
56091,104.27,34.51,23.63333333
54432,118.29,40.36,23.56666667
53810,105.54,36.58,23.36666667
53674,112.42,38.25,23.2
53750,110.1,37.46,23.16666667
53651,110.26,38.49,23.13333333
51232,82.34,45.11,23.03333333
54430,118.09,40.46,22.93333333
51722,80.24,40.39,22.86666667
53518,106.21,39.02,22.83333333
51435,82.14,43.28,22.53333333
52895,104.41,36.34,22.16666667
53664,111.08,38.28,22.03333333
53491,114.24,40.41,22
53599,114.4,39.21,22
56092,104.39,35,22
54249,123.52,42.18,21.9
53786,113.22,37.05,21.8
56543,99.42,27.5,21.43333333
56182,103.34,32.39,21.4
54328,119.43,41.05,21.23333333
53906,105.43,35.31,21.13333333
53832,108.46,36.46,21.1
55585,90.1,29.26,21
54412,116.38,40.44,20.93333333
54326,119.42,41.23,20.83333333
53499,114.44,40.46,20.76666667
54248,123.32,42.02,20.76666667
53585,113.16,39.1,20.7
53780,113.1,37.54,20.7
53576,112.49,39.3,20.63333333
54486,123.17,40.17,20.46666667
54324,120.26,41.33,20.4
56084,103.13,34.04,20.06666667
53930,107.59,36.27,19.96666667
52876,102.51,36.19,19.63333333
52575,102.42,39.18,19.13333333
51356,86.03,44.19,19.03333333
53486,113.46,40.22,18.83333333
53788,113.34,37.2,18.83333333
53517,106.2,39.16,18.76666667
51357,85.37,44.2,18.73333333
53806,105.39,36.34,18.6
55593,91.44,29.51,18.56666667
56144,98.35,31.48,18.53333333
51627,79.14,41.13,18.5
51655,86.16,41.21,18.4
53513,107.25,40.45,18.26666667
52874,102.23,36.29,18.1
53577,112.18,39,18
53676,112.59,38.3,17.8
54493,124.47,40.43,17.63333333
52681,103.05,38.38,17.6
51855,85.33,38.09,17.53333333
51334,82.54,44.37,17.43333333
53433,108.39,40.44,17.16666667
54323,120.45,41.49,17.16666667
53578,112.26,39.22,16.93333333
51346,84.4,44.26,16.9
53492,114.09,40.06,16.76666667
53727,107.07,37.1,16.5
53817,106.16,36,16.2
54349,124.07,41.18,16.2
51358,85.49,44.17,16.06666667
53602,105.4,38.5,16
54334,121.14,41.31,15.86666667
51368,87.26,44.01,15.56666667
54377,126.09,41.06,15.46666667
53615,106.42,38.48,15.33333333
53512,106.48,39.48,15.23333333
53593,114.34,39.5,15.2
54325,120.21,41.11,15.13333333
53420,107.07,40.51,15.06666667
53502,105.45,39.47,14.76666667
54236,122.32,42.25,14.73333333
52986,103.51,35.21,14.7
53916,106.19,35.3,14.7
55572,89.06,29.41,14.36666667
53594,114.11,39.27,13.76666667
54327,119.21,41.14,13.73333333
53908,105.14,35.13,13.63333333
51369,87.39,43.58,13.6
51243,84.51,45.37,13.5
51730,81.16,40.33,13.5
52418,94.41,40.09,13.5
52576,101.41,39.13,13.5
52995,104.37,35.35,13.3
53505,105.24,37.53,13.2
54245,123.24,42.3,13.16666667
54410,116.08,40.36,13.1
51765,87.42,40.38,12.76666667
53419,107,40.2,12.73333333
53487,113.2,40.06,12.73333333
52993,105.04,35.41,12.7
53669,111.48,38.05,12.53333333
51352,85.15,44.51,12.43333333
56223,95.5,30.45,12.43333333
54237,121.43,42.05,12.2
53446,109.51,40.4,11.86666667
54254,124.03,42.32,11.8
53644,108.5,38.36,11.66666667
51359,86.12,44.19,11.53333333
53455,110.32,40.33,11.5
54425,117.29,40.25,11.46666667
56093,104.01,34.26,11.4
53490,114.03,40.26,11.3
53738,108.1,36.55,11.16666667
53760,111.14,37.53,11.06666667
54243,124.07,42.47,10.86666667
56158,100.4,31.24,10.83333333
51438,81.46,43.11,10.8
51567,86.34,42.05,10.46666667
53498,115.02,40.34,10.26666667
52982,103.34,35.29,10.13333333
52875,102.06,36.3,10.03333333
51133,83,46.44,9.966666667
51559,86.24,42.19,9.866666667
54365,125.21,41.17,9.7
54234,121.45,42.44,9.633333333
52984,103.11,35.35,9.3
55680,89.36,28.55,9.3
53723,107.23,37.48,9.033333333
55655,85.58,28.11,8.6
54291,130.17,42.54,8.1
53543,109.59,39.5,8.066666667
53562,111.4,39.55,8.066666667
55681,90.24,28.58,8.066666667
52447,98.54,40,7.7
52868,101.26,36.02,7.7
54363,125.54,41.41,7.666666667
53467,111.11,40.16,7.6
56357,100.18,29.03,7.466666667
51137,82.56,46.12,7.366666667
53730,107.29,38.11,7.3
52988,103.43,35.22,7.133333333
54316,118.45,41.31,7.066666667
51353,86.06,45.01,7.033333333
51367,86.49,44.08,6.966666667
51705,75.15,39.43,6.933333333
51433,82.31,43.48,6.833333333
54157,124.2,43.1,6.7
52378,102.22,41.22,6.633333333
54274,126.04,42.41,6.633333333
54218,118.56,42.16,6.6
53582,113.41,39.43,6.433333333
53666,111.56,38.21,6.2
53337,108.16,41.06,5.966666667
51633,81.54,41.47,5.633333333
52998,104.12,35.08,5.5
52446,99.31,40.18,5.433333333
51238,82.04,44.54,5.4
52267,101.04,41.57,5.333333333
54351,124.05,41.55,5.133333333
54483,123.54,40.53,5.033333333
53457,110.02,40.24,4.8
54420,117.2,40.56,4.766666667
53466,111.42,40.48,4.733333333
53590,114.16,39.45,4.733333333
52983,104.09,35.52,4.566666667
54286,129,42.32,4.566666667
52557,100.1,39.09,4.533333333
55696,92.28,28.25,4.533333333
54154,124.18,43.21,4.5
53553,111.13,39.52,4.366666667
54293,129.5,42.57,4.233333333
51377,87.55,44.1,4.166666667
54320,119.21,41.36,4.166666667
53564,111.09,39.23,4.066666667
53529,107.59,39.06,3.966666667
53914,106.07,35.37,3.966666667
56082,103.3,34.35,3.833333333
56331,97.5,29.4,3.6
54423,117.57,40.59,3.466666667
54266,125.38,42.32,3.366666667
54267,125.44,42.15,3.366666667
52884,103.56,36.21,3
51145,83.39,46.33,2.9
54313,118.42,41.56,2.8
53681,113.22,38.5,2.766666667
52533,98.29,39.46,2.566666667
52546,99.5,39.22,2.566666667
52607,105.08,38.03,2.066666667
53463,111.41,40.49,2.066666667
54259,124.55,42.06,2.033333333
51711,78.27,40.56,1.7
53665,111.39,38.17,1.566666667
53522,107.5,40.03,1.533333333
52974,102.01,35.31,1.466666667
53732,108.43,37.51,1.3
56146,100,31.37,1.233333333
51365,87.32,44.12,1.133333333
53575,112.12,39.06,1.1
54290,129.24,42.46,0.866666667
54226,120.42,42.2,0.833333333
54225,119.55,42.17,0.733333333
54156,124.48,43.31,0.7
54223,120.39,42.51,0.6
52985,103.2,35.25,0.5
56342,98.36,29.41,0.333333333
56164,100.59,32.16,0.1
54231,122.21,42.58,-0.033333333
53565,111.3,39.26,-0.1
52436,97.02,40.16,-0.166666667
51568,86.48,42.15,-0.366666667
52203,93.31,42.49,-0.366666667
51747,83.4,39,-0.733333333
54319,118.4,41,-0.733333333
53573,112.42,40,-0.866666667
54404,115.5,40.54,-0.9
51378,89.1,44.01,-0.933333333
54172,126.36,43.47,-0.966666667
53707,105.15,36.56,-1.033333333
51463,87.39,43.47,-1.166666667
52112,95.08,43.46,-1.666666667
52652,100.26,38.56,-1.933333333
54260,125.05,42.55,-1.966666667
56257,100.16,30,-2
51526,88.13,42.14,-2.133333333
54135,122.16,43.36,-2.133333333
53475,112.31,40.31,-2.166666667
54308,116.38,41.13,-2.233333333
53545,109.44,39.34,-2.3
53903,105.43,35.58,-2.333333333
54155,124.14,43.4,-2.4
53574,112.16,39.31,-2.533333333
52981,103.24,35.4,-2.966666667
54318,117.44,41.19,-3.033333333
52424,95.46,40.32,-3.2
52885,103.15,36.45,-3.2
54374,126.55,41.48,-3.3
54171,126.31,43.42,-3.4
56125,96.29,32.12,-3.4
51467,86.18,42.44,-3.5
56385,103.2,29.31,-3.6
53348,109.08,41.01,-3.633333333
54132,121.04,42.24,-3.666666667
52661,101.05,38.48,-3.9
52515,94.53,39.31,-4.166666667
52784,102.54,37.29,-4.366666667
53464,111.09,40.41,-4.466666667
54026,120.54,44.34,-4.533333333
54161,125.13,43.54,-4.733333333
53481,113.13,40.48,-5.3
53533,108.44,39.51,-5.4
53488,113.35,40.02,-5.5
54165,125.38,43.33,-5.6
53547,109.02,39.06,-5.866666667
55437,81.15,30.17,-5.933333333
54292,129.28,42.53,-6.033333333
51477,88.19,43.21,-6.066666667
54169,126.01,43.18,-6.233333333
54134,121.17,43.36,-6.433333333
54142,123.32,43.3,-6.6
53662,111.35,38.43,-6.733333333
54164,125.17,43.21,-6.866666667
54099,131.08,44.05,-7.2
54069,125.48,44.1,-7.433333333
54213,119.01,42.56,-8.133333333
53483,113.52,40.53,-8.2
52495,104.48,40.1,-8.733333333
54273,126.45,42.59,-8.8
54252,124.45,42.44,-8.866666667
52866,101.45,36.43,-9.2
50937,121.28,45.03,-9.233333333
54263,126.03,42.58,-9.666666667
54261,125.27,42.41,-10.03333333
54181,127.2,43.42,-11.2
52862,101.41,36.57,-11.46666667
56029,97.01,33.01,-11.63333333
52996,105,35.23,-11.76666667
53469,111.49,40.24,-11.93333333
54027,119.24,43.59,-12.1
54115,118.04,43.36,-12.36666667
52674,101.58,38.14,-12.46666667
51241,83.36,45.56,-12.66666667
54371,126.26,41.56,-12.93333333
54039,122.01,44.02,-12.96666667
54353,125.03,41.44,-13.13333333
54049,123.58,44.15,-13.53333333
56109,93.47,31.29,-13.56666667
56171,101.42,32.54,-13.76666667
54311,117.45,41.56,-13.8
50946,124.5,45.11,-14.13333333
54047,123.17,44.08,-14.26666667
54122,120.03,43.53,-14.26666667
54285,128.07,42.25,-14.46666667
54076,126.56,44.25,-14.5
54362,125.44,41.4,-15.03333333
50948,124.01,45,-15.4
54284,127.34,42.06,-15.7
52869,101.34,36.31,-15.86666667
53480,113.04,41.02,-16.06666667
50949,124.52,45.05,-16.23333333
56081,103.21,34.42,-16.26666667
56116,95.36,31.25,-16.26666667
54094,129.36,44.34,-16.36666667
53663,111.49,38.55,-16.46666667
56128,96.36,31.13,-16.46666667
52863,101.57,36.49,-16.73333333
53484,113.09,40.27,-17.16666667
54113,118.39,43.32,-17.43333333
54072,126.32,44.5,-17.6
54187,128.55,43.07,-17.76666667
54276,126.49,42.21,-17.96666667
51437,81.08,43.09,-18.33333333
53276,112.54,42.24,-18.63333333
54098,129.28,44.2,-19.13333333
51379,89.34,44.01,-19.56666667
54214,118.25,42.35,-19.9
53384,113.11,41.27,-19.93333333
54041,123.04,44.47,-20.06666667
54186,128.12,43.22,-20.1
53385,113.33,41.34,-20.66666667
54080,127.09,44.54,-20.73333333
54195,129.47,43.18,-20.93333333
50987,131.08,45.15,-21
54321,119.38,41.52,-21.03333333
53149,110.08,42.32,-21.13333333
53272,112.39,42.45,-21.23333333
56151,100.45,32.56,-21.4
54064,125.09,44.23,-21.5
50939,122.49,45.2,-21.83333333
54065,125.39,44.32,-22
53399,114.42,41.09,-22.03333333
52978,102.31,35.12,-22.16666667
52818,94.54,36.25,-22.33333333
53336,108.31,41.34,-22.43333333
51482,90.17,43.5,-22.46666667
50960,127.27,45.47,-22.53333333
53478,112.27,40,-23.33333333
50953,126.46,45.45,-23.4
55664,87.05,28.38,-23.7
53357,110.03,41.02,-24.13333333
52856,100.37,36.16,-24.46666667
50973,130.35,45.45,-24.53333333
54031,121.49,44.53,-24.73333333
50955,126.18,45.23,-24.96666667
53362,111.41,41.32,-25.86666667
50978,130.56,45.18,-26
50934,121.32,45.24,-26.2
51068,87.28,47.07,-26.33333333
54092,129.24,44.35,-26.33333333
50954,125.05,45.3,-26.4
50888,132.11,46.19,-26.93333333
50983,132.58,45.46,-27.06666667
56106,93.47,31.53,-27.13333333
54063,126,44.58,-27.2
50838,122.03,46.05,-27.33333333
50945,124.16,45.3,-27.4
52656,100.49,38.27,-27.43333333
53352,110.26,41.42,-27.46666667
50985,131.52,45.33,-28.46666667
53397,113.59,41.06,-28.53333333
56080,102.54,35,-28.66666667
52855,101.14,36.41,-28.93333333
50958,126.57,45.31,-29.1
55493,91.06,30.29,-29.43333333
50956,126.35,45.53,-29.53333333
54304,115.17,40.58,-30.03333333
51060,86.52,47.42,-30.2
54096,131.1,44.23,-30.23333333
54093,130.33,44.56,-30.3
52877,102.16,36.06,-30.36666667
51330,81.01,44.58,-30.43333333
55773,89.05,27.44,-30.46666667
56173,102.33,32.48,-30.56666667
50979,130.14,45.16,-30.73333333
50884,131.09,46.38,-30.76666667
52643,99.37,38.5,-31.03333333
50971,131.01,45.46,-31.1
53472,112.34,40.52,-31.36666667
54192,130.15,43.42,-31.36666667
50964,128.48,45.5,-31.7
53231,106.24,41.24,-32
50880,131.07,46.44,-32.03333333
55690,91.57,27.59,-32.03333333
50965,128.18,45.27,-32.23333333
53588,113.31,38.57,-32.23333333
50950,125.15,45.42,-32.3
56071,102.3,34.35,-32.33333333
50936,122.5,45.38,-32.43333333
51470,88.07,43.53,-32.63333333
53068,111.58,43.39,-32.86666667
50877,129.35,46.18,-32.96666667
53324,106.59,41.27,-32.96666667
50968,127.58,45.13,-33.8
53289,113.5,42.14,-34.03333333
54024,119.18,44.27,-34.36666667
53391,114,41.54,-34.43333333
52825,96.25,36.26,-34.66666667
54386,128.11,41.25,-34.7
53368,111.27,41.06,-34.96666667
50858,125.58,46.04,-35.03333333
51058,87.58,47.06,-35.33333333
50844,123.25,46.24,-36.06666667
53910,106.12,35.4,-36.26666667
50940,123.1,45.51,-36.5
51053,86.24,48.03,-36.63333333
50850,125.08,46.34,-37.46666667
52957,100.35,35.15,-37.53333333
50833,122.54,46.43,-38
50873,130.17,46.49,-38.86666667
50962,128.02,45.57,-39.43333333
51886,90.51,38.15,-39.5
54208,116.28,42.11,-39.53333333
54117,117.32,43.15,-39.63333333
51059,85.52,47.26,-39.76666667
50871,129.53,46.44,-39.83333333
51156,85.43,46.47,-40.7
56018,95.18,32.54,-41.16666667
54305,115.16,41.53,-41.3
53343,109.58,41.46,-41.33333333
56067,101.29,33.26,-41.56666667
50859,126.16,46.15,-42.26666667
50879,130.33,46.13,-42.5
54301,115.4,41.4,-42.6
52737,97.22,37.22,-42.63333333
56079,102.58,33.35,-42.66666667
51465,87.06,43.29,-42.76666667
50867,127.21,46.05,-42.86666667
55472,88.38,30.57,-42.86666667
53392,114.36,41.51,-43.4
52313,94.4,41.32,-43.43333333
54204,115,42.18,-43.53333333
50739,123.11,47.2,-43.6
53367,111.14,41.19,-43.66666667
52833,98.29,36.55,-43.96666667
54205,116,42.14,-44
50842,124.25,46.5,-44.16666667
52707,93.41,36.48,-44.36666667
50854,125.19,46.23,-44.53333333
50928,120.2,45.04,-44.9
56074,102.05,34,-45.13333333
51469,87.11,43.27,-45.16666667
50832,122.05,46.43,-45.5
50892,134,46.48,-45.53333333
52101,93.03,43.36,-45.53333333
50878,130.43,47,-45.56666667
53378,112.37,41.16,-45.76666667
52765,101.37,37.23,-46.13333333
50787,131.51,47.17,-46.36666667
50963,128.44,45.58,-46.46666667
51804,75.14,37.46,-46.9
50853,126.58,46.37,-46.96666667
52323,97.02,41.48,-47.03333333
50775,130.16,47.2,-47.43333333
56202,93.17,30.4,-48.6
50745,123.55,47.23,-48.9
54012,117.36,44.35,-48.9
50851,126.06,46.41,-48.96666667
53195,113.38,43.52,-49
50788,131.59,47.14,-49.06666667
51076,88.05,47.44,-49.5
52836,98.06,36.18,-49.73333333
50741,123.3,47.56,-50.3
52118,94.42,43.16,-50.3
55279,90.01,31.23,-50.5
54102,116.07,43.57,-51.7
50852,126.29,46.52,-51.76666667
52955,100.45,35.35,-51.83333333
50749,124.5,47.11,-52.06666667
50779,134.17,48.22,-52.4
51288,90.32,45.22,-53.23333333
50639,122.44,48,-54.4
52943,99.59,35.35,-54.6
50834,121.13,46.36,-55
50776,130.5,47.34,-55.43333333
50861,127.29,46.53,-56.4
50647,123.29,48.08,-56.83333333
50778,132.3,47.38,-56.83333333
50758,125.54,47.11,-57.23333333
55248,84.25,32.09,-57.56666667
55228,80.05,32.3,-57.73333333
52657,100.15,38.11,-58.56666667
52787,102.52,37.12,-58.76666667
50742,124.29,47.48,-58.8
52842,99.05,36.47,-59.53333333
55299,92.04,31.29,-59.93333333
52853,100.59,36.55,-60.03333333
50767,127.06,47.14,-61.2
52713,95.22,37.51,-61.93333333
50756,126.58,47.26,-62.96666667
52602,93.2,38.45,-63.76666667
50750,125.18,47.54,-64.13333333
53192,114.57,44.01,-64.6
56046,99.39,33.45,-65.03333333
50915,116.58,45.31,-65.26666667
56152,100.2,32.17,-65.43333333
51087,89.31,46.59,-65.63333333
50862,128.01,46.59,-65.76666667
56038,98.06,32.59,-65.76666667
52754,100.08,37.2,-68.03333333
56043,100.15,34.28,-69.53333333
53083,114.09,44.37,-71
50755,126.06,47.36,-71.96666667
50659,126.15,48.02,-72.6
50658,125.53,48.03,-73.3
52968,101.28,35.02,-73.46666667
56065,101.36,34.44,-74.4
56021,95.47,34.08,-75.56666667
52745,99.02,37.18,-75.73333333
56016,95.36,33.51,-75.8
50646,124.51,48.29,-75.96666667
50603,116.49,48.4,-77.7
50774,128.55,47.44,-77.96666667
55294,91.06,32.21,-80.3
50645,124.29,48.29,-80.86666667
50618,118.16,48.13,-82.3
50913,118.48,45.43,-83.56666667
50673,130.24,48.53,-84.7
50656,126.31,48.17,-87.6
50655,126.11,48.3,-88.43333333
50772,129.14,48.06,-92.03333333
50632,121.55,48.46,-93.16666667
50566,128.28,49.34,-93.76666667
51701,75.24,40.31,-94.43333333
50527,119.45,49.13,-95.43333333
56045,99.54,33.58,-95.96666667
50557,125.14,49.1,-96.03333333
50524,119.26,49.19,-99.13333333
51186,90.23,46.4,-99.16666667
56004,92.26,34.13,-99.66666667
50548,123.43,49.12,-100.5
50564,127.21,49.26,-100.7666667
56033,98.13,34.55,-102.3
50674,129.26,48.34,-103.6
50514,117.26,49.34,-104.1666667
50525,119.45,49.09,-104.4
50727,119.56,47.1,-104.5333333
52645,99.35,38.25,-105.2
50468,127.27,50.15,-107.4
50526,120.42,49.17,-109.3666667
52633,98.25,38.48,-110.2
52908,93.05,35.13,-111.9333333
50425,120.11,50.15,-115.2
50442,124.07,50.24,-116.0333333
50445,123.44,50.35,-119.8
51468,86.5,43.06,-122
51542,84.09,43.02,-130.7
50353,126.39,51.43,-142
50431,121.31,50.47,-142.7666667
50434,121.41,50.29,-148.7666667
50349,124.2,51.42,-160.0666667
56034,97.08,33.48,-164.9
50246,124.43,52.21,-165.5
50247,123.34,52.02,-169.4
50136,122.31,52.58,-172.2
50137,122.22,53.28,-181.7666667
